Collocation	Score (raw_freq)
('häuslicher', 'gewalt')	0.006224537032767807
('häusliche', 'gewalt')	0.0034802078165430675
('gewalt', 'frauen')	0.002952735937618151
('opfer', 'häuslicher')	0.0012006440320983236
('wegen', 'häuslicher')	0.0009682613162083256
('frauen', 'kinder')	0.000933219478097929
('ist', 'nicht')	0.0007100582985527721
('gewalt', 'ist')	0.0006584176950216614
('aber', 'nicht')	0.0006436632368699154
('fälle', 'häuslicher')	0.0005828010969939636
('häuslichen', 'gewalt')	0.0005385377225387259
('seine', 'frau')	0.000516406035311107
('frauen', 'mädchen')	0.00044447805182134566
('opfer', 'gewalt')	0.0004426337445523774
('gewalt', 'betroffen')	0.00036517283925571135
('kinder', 'jugendliche')	0.000339352537490156
('sexueller', 'gewalt')	0.000339352537490156
('frauen', 'helfen')	0.00032644238660737836
('frauen', 'ist')	0.00032644238660737836
('millionen', 'euro')	0.00032644238660737836
('sind', 'nicht')	0.0003245980793384101
('sind', 'frauen')	0.0003061550066487277
('betroffen', 'sind')	0.0003043106993797595
('prozent', 'fälle')	0.0003043106993797595
('werden', 'können')	0.000300622084841823
('helfen', 'frauen')	0.00029877777757285475
('betroffene', 'frauen')	0.00028955624122801353
('frauen', 'häuslicher')	0.00028955624122801353
('sexualisierter', 'gewalt')	0.0002877119339590453
('frauen', 'gewalt')	0.00027664609034523587
('frauen', 'nicht')	0.00027480178307626765
('sexualisierte', 'gewalt')	0.00027111316853833115
('sexuelle', 'gewalt')	0.0002674245540003947
('frauen', 'opfer')	0.00026189163219349
('bekämpfung', 'gewalt')	0.00025635871038658526
('ist', 'aber')	0.00025635871038658526
('frauen', 'männer')	0.00025267009584864877
('gewalt', 'nicht')	0.00024713717404174405
('ihrem', 'partner')	0.0002397599449658711
('frauen', 'sind')	0.00023791563769690285
('schutz', 'frauen')	0.00023791563769690285
('betroffenen', 'frauen')	0.00023422702315896638
('werden', 'kann')	0.00023422702315896638
('gewalt', 'sind')	0.00022869410135206166
('aber', 'ist')	0.0002213168722761887
('ist', 'wichtig')	0.00021762825773825222
('ihrem', 'leben')	0.0002120953359313475
('thema', 'häusliche')	0.0002120953359313475
('frauen', 'ihren')	0.00021025102866237928
('gewalt', 'geworden')	0.00021025102866237928
('kann', 'nicht')	0.00021025102866237928
('körperliche', 'gewalt')	0.00020840672139341103
('psychische', 'gewalt')	0.00020840672139341103
('werden', 'nicht')	0.00020656241412444278
('hilfe', 'suchen')	0.0002028737995865063
('ihren', 'kindern')	0.0002028737995865063
('frauen', 'kindern')	0.00019734087777960159
('prozent', 'opfer')	0.00019549657051063336
('gewalt', 'betroffene')	0.00019180795597269687
('haben', 'soll')	0.00019180795597269687
('prozent', 'frauen')	0.00018996364870372864
('verein', 'frauen')	0.00018627503416579214
('ist', 'frauen')	0.00018443072689682392
('verhütung', 'bekämpfung')	0.00018443072689682392
('geworden', 'sind')	0.00018074211235888745
('hilfe', 'holen')	0.00017705349782095095
('ihrem', 'mann')	0.00017336488328301448
('psychischer', 'gewalt')	0.00017152057601404623
('frauen', 'haben')	0.000169676268745078
('ist', 'keine')	0.000169676268745078
('vergleich', 'vorjahr')	0.000169676268745078
('fällen', 'häuslicher')	0.00016598765420714154
('ist', 'ist')	0.00016598765420714154
('jahre', 'alt')	0.00016598765420714154
('körperlicher', 'gewalt')	0.00016598765420714154
('gewalt', 'werden')	0.0001641433469381733
('werden', 'ist')	0.0001641433469381733
('frau', 'ihrem')	0.00016229903966920504
('seiner', 'frau')	0.00016229903966920504
('zunahme', 'häuslicher')	0.00016045473240023682
('aufmerksam', 'machen')	0.00015861042513126857
('frau', 'ist')	0.00015676611786230032
('habe', 'nicht')	0.00015676611786230032
('werden', 'frauen')	0.00015676611786230032
('nicht', 'frauen')	0.00015307750332436385
('gewalt', 'prozent')	0.00015123319605539563
('opfern', 'häuslicher')	0.00014938888878642738
('männer', 'frauen')	0.0001457002742484909
('gewalt', 'erfahren')	0.00014385596697952266
('ist', 'zahl')	0.00014385596697952266
('gibt', 'nicht')	0.0001420116597105544
('können', 'nicht')	0.0001420116597105544
('gewalt', 'kommt')	0.00014016735244158618
('jahre', 'alte')	0.00014016735244158618
('junge', 'frau')	0.00014016735244158618
('weißen', 'ring')	0.00014016735244158618
('geschlagen', 'haben')	0.00013832304517261794
('thema', 'gewalt')	0.00013832304517261794
('mann', 'seine')	0.0001364787379036497
('anstieg', 'prozent')	0.00013463443063468146
('waren', 'frauen')	0.00013279012336571321
('gewalt', 'familie')	0.000130945816096745
('gewalt', 'wurden')	0.000130945816096745
('worden', 'sein')	0.000130945816096745
('wurden', 'frauen')	0.000130945816096745
('gewalt', 'erlebt')	0.00012910150882777674
('nicht', 'einfach')	0.0001272572015588085
('zahl', 'fälle')	0.0001272572015588085
('anstieg', 'häuslicher')	0.00012541289428984027
('doch', 'nicht')	0.00012541289428984027
('opfer', 'sexueller')	0.00012541289428984027
('gewalt', 'männer')	0.00012356858702087202
('hilfetelefon', 'gewalt')	0.00012356858702087202
('gibt', 'keine')	0.00012172427975190379
('wichtig', 'ist')	0.00012172427975190379
('frauen', 'häusliche')	0.00011987997248293555
('haben', 'frauen')	0.00011987997248293555
('mann', 'frau')	0.00011987997248293555
('millionen', 'dollar')	0.00011987997248293555
('nicht', 'ist')	0.00011987997248293555
('sozialen', 'medien')	0.00011987997248293555
('gewalt', 'kinder')	0.0001180356652139673
('internationalen', 'gewalt')	0.0001180356652139673
('ist', 'gewalt')	0.0001180356652139673
('weiße', 'ring')	0.0001180356652139673
('fall', 'häuslicher')	0.00011619135794499907
('frauen', 'frauen')	0.00011619135794499907
('nicht', 'sicher')	0.00011619135794499907
('passiert', 'ist')	0.00011619135794499907
('kommt', 'nicht')	0.00011434705067603083
('opfer', 'sind')	0.00011434705067603083
('festgenommen', 'worden')	0.0001125027434070626
('frauen', 'werden')	0.0001125027434070626
('gewalt', 'schützen')	0.0001125027434070626
('gewalt', 'familien')	0.00011065843613809435
('sind', 'prozent')	0.00011065843613809435
('werden', 'müssen')	0.00011065843613809435
('frauen', 'wurden')	0.00010881412886912611
('gewesen', 'sein')	0.00010881412886912611
('prozent', 'vergleich')	0.00010881412886912611
('seine', 'partnerin')	0.00010881412886912611
('sind', 'aber')	0.00010881412886912611
('erlebt', 'haben')	0.00010696982160015787
('ihren', 'partner')	0.00010696982160015787
('opfer', 'täter')	0.00010696982160015787
('anzeige', 'erstatten')	0.00010512551433118964
('gewalt', 'ausgesetzt')	0.00010512551433118964
('mord', 'totschlag')	0.00010512551433118964
('plätze', 'frauenhäusern')	0.00010512551433118964
('zahl', 'opfer')	0.00010512551433118964
('ist', 'laut')	0.00010328120706222139
('kindern', 'jugendlichen')	0.00010328120706222139
('allerdings', 'nicht')	0.00010143689979325315
('geht', 'darum')	0.00010143689979325315
('gewalt', 'aber')	0.00010143689979325315
('gewalt', 'gibt')	0.00010143689979325315
('gewalt', 'partnerschaft')	0.00010143689979325315
('habe', 'ihn')	0.00010143689979325315
('ist', 'frau')	0.00010143689979325315
('mädchen', 'frauen')	0.00010143689979325315
('geht', 'nicht')	9.959259252428492e-05
('gewalt', 'gewalt')	9.959259252428492e-05
('haben', 'ist')	9.959259252428492e-05
('nicht', 'mal')	9.959259252428492e-05
('nicht', 'opfer')	9.959259252428492e-05
('prozent', 'gestiegen')	9.959259252428492e-05
('sind', 'männer')	9.959259252428492e-05
('sind', 'opfer')	9.959259252428492e-05
('täter', 'opfer')	9.959259252428492e-05
('form', 'gewalt')	9.774828525531668e-05
('fälle', 'gewalt')	9.774828525531668e-05
('opfer', 'nicht')	9.774828525531668e-05
('weißen', 'rings')	9.774828525531668e-05
('zusammenhang', 'häuslicher')	9.774828525531668e-05
('europarats', 'verhütung')	9.590397798634843e-05
('geschützt', 'werden')	9.590397798634843e-05
('gewalt', 'haben')	9.590397798634843e-05
('aufgenommen', 'werden')	9.40596707173802e-05
('darf', 'nicht')	9.40596707173802e-05
('gewalt', 'betroffenen')	9.40596707173802e-05
('gewalt', 'partnerschaften')	9.40596707173802e-05
('kinder', 'nicht')	9.40596707173802e-05
('seine', 'ehefrau')	9.40596707173802e-05
('waren', 'prozent')	9.40596707173802e-05
('aber', 'frauen')	9.221536344841196e-05
('aber', 'keine')	9.221536344841196e-05
('ausgesetzt', 'sind')	9.221536344841196e-05
('frauenhäuser', 'sind')	9.221536344841196e-05
('geworden', 'sein')	9.221536344841196e-05
('ihren', 'mann')	9.221536344841196e-05
('kampf', 'häusliche')	9.221536344841196e-05
('plus', 'prozent')	9.221536344841196e-05
('seine', 'freundin')	9.221536344841196e-05
('ziel', 'ist')	9.221536344841196e-05
('übereinkommen', 'europarats')	9.221536344841196e-05
('angaben', 'zufolge')	9.037105617944373e-05
('getötet', 'worden')	9.037105617944373e-05
('gewalt', 'polizei')	9.037105617944373e-05
('habe', 'seine')	9.037105617944373e-05
('informationen', 'sind')	9.037105617944373e-05
('ist', 'thema')	9.037105617944373e-05
('sind', 'ist')	9.037105617944373e-05
('habe', 'aber')	8.852674891047548e-05
('können', 'frauen')	8.852674891047548e-05
('laut', 'polizei')	8.852674891047548e-05
('weißer', 'ring')	8.852674891047548e-05
('beratungsstelle', 'frauen')	8.668244164150724e-05
('damit', 'nicht')	8.668244164150724e-05
('geschlechtsspezifischer', 'gewalt')	8.668244164150724e-05
('gewalt', 'erleben')	8.668244164150724e-05
('gewalt', 'partner')	8.668244164150724e-05
('ist', 'häusliche')	8.668244164150724e-05
('männer', 'opfer')	8.668244164150724e-05
('partner', 'getötet')	8.668244164150724e-05
('schutz', 'häuslicher')	8.668244164150724e-05
('bestimmt', 'kontakte')	8.4838134372539e-05
('deutsche', 'fassung')	8.4838134372539e-05
('folgenden', 'informationen')	8.4838134372539e-05
('frauen', 'männern')	8.4838134372539e-05
('gewalt', 'ihren')	8.4838134372539e-05
('ist', 'doch')	8.4838134372539e-05
('kinder', 'sind')	8.4838134372539e-05
('leben', 'gewalt')	8.4838134372539e-05
('nicht', 'sein')	8.4838134372539e-05
('nicht', 'veröffentlichung')	8.4838134372539e-05
('polizei', 'rufen')	8.4838134372539e-05
('problem', 'ist')	8.4838134372539e-05
('runden', 'tisch')	8.4838134372539e-05
('stieg', 'zahl')	8.4838134372539e-05
('vereinten', 'nationen')	8.4838134372539e-05
('veröffentlichung', 'bestimmt')	8.4838134372539e-05
('anzeigen', 'wegen')	8.299382710357077e-05
('betroffene', 'häuslicher')	8.299382710357077e-05
('geworden', 'ist')	8.299382710357077e-05
('gibt', 'aber')	8.299382710357077e-05
('häuslicher', 'sexualisierter')	8.299382710357077e-05
('polizei', 'justiz')	8.299382710357077e-05
('wenden', 'können')	8.299382710357077e-05
('werden', 'soll')	8.299382710357077e-05
('formen', 'gewalt')	8.114951983460252e-05
('frauen', 'ihrem')	8.114951983460252e-05
('meisten', 'fällen')	8.114951983460252e-05
('einsatz', 'wegen')	7.930521256563428e-05
('frauen', 'können')	7.930521256563428e-05
('frauen', 'prozent')	7.930521256563428e-05
('ist', 'opfer')	7.930521256563428e-05
('leben', 'gerufen')	7.930521256563428e-05
('männern', 'frauen')	7.930521256563428e-05
('opfer', 'körperlicher')	7.930521256563428e-05
('opfer', 'waren')	7.930521256563428e-05
('sein', 'soll')	7.930521256563428e-05
('soll', 'seine')	7.930521256563428e-05
('verurteilt', 'worden')	7.930521256563428e-05
('werden', 'opfer')	7.930521256563428e-05
('ernst', 'genommen')	7.746090529666605e-05
('frau', 'mann')	7.746090529666605e-05
('frau', 'nicht')	7.746090529666605e-05
('frauen', 'hilfe')	7.746090529666605e-05
('gewalttätigen', 'partner')	7.746090529666605e-05
('häuslichen', 'bereich')	7.746090529666605e-05
('ihren', 'partnern')	7.746090529666605e-05
('mann', 'ist')	7.746090529666605e-05
('physische', 'gewalt')	7.746090529666605e-05
('waren', 'fälle')	7.746090529666605e-05
('wissen', 'nicht')	7.746090529666605e-05
('worden', 'ist')	7.746090529666605e-05
('beginn', 'pandemie')	7.561659802769781e-05
('dunkelziffer', 'ist')	7.561659802769781e-05
('ist', 'wegen')	7.561659802769781e-05
('mann', 'habe')	7.561659802769781e-05
('menschen', 'opfer')	7.561659802769781e-05
('männer', 'sind')	7.561659802769781e-05
('nicht', 'ausreichend')	7.561659802769781e-05
('nicht', 'sagen')	7.561659802769781e-05
('polizeilichen', 'kriminalstatistik')	7.561659802769781e-05
('schwer', 'verletzt')	7.561659802769781e-05
('familie', 'ist')	7.377229075872956e-05
('gewalttätige', 'männer')	7.377229075872956e-05
('jahre', 'alten')	7.377229075872956e-05
('kinder', 'gewalt')	7.377229075872956e-05
('kinder', 'jugendlichen')	7.377229075872956e-05
('nicht', 'aber')	7.377229075872956e-05
('polizei', 'ist')	7.377229075872956e-05
('seien', 'frauen')	7.377229075872956e-05
('sind', 'kinder')	7.377229075872956e-05
('verletzt', 'worden')	7.377229075872956e-05
('zahlen', 'sind')	7.377229075872956e-05
('anspruch', 'nehmen')	7.192798348976133e-05
('beraten', 'lassen')	7.192798348976133e-05
('engem', 'raum')	7.192798348976133e-05
('frauen', 'not')	7.192798348976133e-05
('gemeinsamen', 'wohnung')	7.192798348976133e-05
('gewalt', 'beziehungen')	7.192798348976133e-05
('knapp', 'prozent')	7.192798348976133e-05
('nicht', 'selten')	7.192798348976133e-05
('nicht', 'tüte')	7.192798348976133e-05
('sind', 'laut')	7.192798348976133e-05
('soll', 'frau')	7.192798348976133e-05
('werden', 'sollen')	7.192798348976133e-05
('abgewiesen', 'werden')	7.008367622079309e-05
('behandelt', 'werden')	7.008367622079309e-05
('fast', 'prozent')	7.008367622079309e-05
('frau', 'habe')	7.008367622079309e-05
('gewalt', 'registriert')	7.008367622079309e-05
('ihrem', 'ehemann')	7.008367622079309e-05
('interventionsstelle', 'häusliche')	7.008367622079309e-05
('sexuelle', 'übergriffe')	7.008367622079309e-05
('sozialen', 'netzwerken')	7.008367622079309e-05
('wegen', 'körperverletzung')	7.008367622079309e-05
('zeichen', 'gewalt')	7.008367622079309e-05
('frau', 'geschlagen')	6.823936895182486e-05
('frau', 'opfer')	6.823936895182486e-05
('frauenpolitische', 'sprecherin')	6.823936895182486e-05
('hohen', 'dunkelziffer')	6.823936895182486e-05
('ihrer', 'wohnung')	6.823936895182486e-05
('ist', 'problem')	6.823936895182486e-05
('ist', 'schwierig')	6.823936895182486e-05
('männer', 'gewalt')	6.823936895182486e-05
('nicht', 'gewalt')	6.823936895182486e-05
('schutz', 'gewalt')	6.823936895182486e-05
('sozialen', 'schichten')	6.823936895182486e-05
('weiß', 'nicht')	6.823936895182486e-05
('wurden', 'fälle')	6.823936895182486e-05
('genommen', 'werden')	6.639506168285661e-05
('gestellt', 'werden')	6.639506168285661e-05
('ist', 'kann')	6.639506168285661e-05
('jedes', 'opfer')	6.639506168285661e-05
('kinder', 'ist')	6.639506168285661e-05
('können', 'ist')	6.639506168285661e-05
('nicht', 'sind')	6.639506168285661e-05
('seien', 'nicht')	6.639506168285661e-05
('derzeit', 'nicht')	6.455075441388837e-05
('frauen', 'gibt')	6.455075441388837e-05
('frauen', 'schutz')	6.455075441388837e-05
('gewalt', 'männern')	6.455075441388837e-05
('hohe', 'dunkelziffer')	6.455075441388837e-05
('körperlicher', 'sexueller')	6.455075441388837e-05
('müssen', 'frauen')	6.455075441388837e-05
('nicht', 'ernst')	6.455075441388837e-05
('polizei', 'gerufen')	6.455075441388837e-05
('pro', 'einwohner')	6.455075441388837e-05
('schutz', 'opfer')	6.455075441388837e-05
('werden', 'aber')	6.455075441388837e-05
('aber', 'gibt')	6.270644714492014e-05
